#
# National Water Information System
# 2025/01/10
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
huc_cd	huc_class_cd	huc_nm
12s	15s	64s
030101030204	Other	Lick Creek-Lower Town Fork Creek
0301010303	Other	Belews Lake-Dan River
030101030301	Other	Snow Creek
030101030302	Other	Town Fork Creek-Dan River
030101030303	Other	Belews Creek-Belews Lake
030101030304	Other	Belews Lake
030101030305	Other	Beaver Island Creek
030101030306	Other	Reed Creek-Dan River
0301010304	Other	Mayo River
030101030401	Other	Upper South Mayo River
030101030402	Other	Russell Creek
030101030403	Other	Spoon Creek
030101030404	Other	Lower South Mayo River
030101030405	Other	Polebridge Creek-North Mayo River
030101030406	Other	Horse Pasture Creek
030101030407	Other	Koger Creek-North Mayo River
030101030408	Other	Pawpaw Creek-Mayo River
030101030409	Other	Town of Mayodan-Mayo River
0301010305	Other	Matrimony Creek-Dan River
030101030501	Other	Hogan Creek
030101030502	Other	Jacobs Creek
030101030503	Other	Massy Creek-Dan River
030101030504	Other	Rock House Creek-Dan River
030101030505	Other	Matrimony Creek-Dan River
0301010306	Other	Upper Smith River
030101030601	Other	Rock Castle Creek-Smith River
030101030602	Other	Little Sycamore Creek-Sycamore Creek
030101030603	Other	Widgeon Creek-Smith River
030101030604	Other	Otter Creek-Rennet Bag Creek
030101030605	Other	Nicholas Creek-Smith River
030101030606	Other	Philpott Reservoir-Smith River
0301010307	Other	Middle Smith River
030101030701	Other	Town Creek
030101030702	Other	Blackberry Creek-Smith River
030101030703	Other	Little Reed Creek-Reed Creek
0301010308	Other	Lower Smith River
030101030801	Other	Beaver Creek-Smith River
030101030802	Other	Marrowbone Creek
030101030803	Other	Mulberry Creek-Smith River
030101030804	Other	Upper Leatherwood Creek
030101030805	Other	Peters Branch-West Fork Leatherwood Creek
030101030806	Other	Lower Leatherwood Creek
030101030807	Other	Fall Creek-Smith River
0301010309	Other	Cascade Creek-Dan River
030101030901	Other	Town Creek-Dan River
030101030902	Other	Cascade Creek
030101030903	Other	Trotters Creek-Dan River
030101030904	Other	Upper Wolf Island Creek
030101030905	Other	Lower Wolf Island Creek
030101030906	Other	City of Danville-Dan River
030101030907	Other	Sandy Creek-Dan River
0301010310	Other	Sandy River
030101031001	Other	Tanyard Creek-South Prong Sandy River
030101031002	Other	Upper Sandy River
030101031003	Other	Lower Sandy River
03010104	Other	Lower Dan
0301010401	Other	Hogans Creek-Dan River
030101040101	Other	Fall Creek
030101040102	Other	Pumpkin Creek-Dan River
030101040103	Other	Lick Fork
030101040104	Other	Upper Hogans Creek
030101040105	Other	Lower Hogans Creek
030101040106	Other	Upper Moon Creek
030101040107	Other	Lower Moon Creek
030101040108	Other	Rattlesnake Creek
030101040109	Other	Cane Creek-Dan River
0301010402	Other	Country Line Creek
030101040201	Other	South Country Line Creek
030101040202	Other	Upper Country Line Creek
030101040203	Other	Lower Country Line Creek
0301010403	Other	Birch Creek-Dan River
030101040301	Other	Sandy Creek
030101040302	Other	Double Creek-Dan River
030101040303	Other	Winns Creek
030101040304	Other	Big Toby Creek-Dan River
030101040305	Other	Birch Creek
0301010404	Other	Lawsons Creek-Dan River
030101040401	Other	Miry Creek
030101040402	Other	Chalmers Creek-Dan River
030101040403	Other	Stokes Creek-Lawsons Creek
030101040404	Other	Grassy Creek-Dan River
0301010405	Other	Hyco Lake
030101040501	Other	Reedy Fork
030101040502	Other	Hyco Creek
030101040503	Other	Upper South Hyco Creek
030101040504	Other	Middle South Hyco Creek
030101040505	Other	Lower South Hyco Creek
030101040506	Other	Hyco Creek-Hyco Lake
030101040507	Other	Cane Creek-Hyco Lake
0301010406	Other	Hyco River
030101040601	Other	After Bay Reservoir-Hyco River
030101040602	Other	Storys Creek
030101040603	Other	Bowes Branch-Hyco River
030101040604	Other	Headwaters Mayo Creek
030101040605	Other	Mayo Creek-Mayo Reservoir
030101040606	Other	Coleman Creek-Hyco River
030101040607	Other	Big Bluewing Creek
030101040608	Other	Larkin Branch-Hyco River
0301010407	Other	Aarons Creek-Dan River
030101040701	Other	Headwaters Aarons Creek
030101040702	Other	Aarons Creek-John H Kerr Reservoir
030101040703	Other	Peter Creek-Dan River
030101040704	Other	Buffalo Creek-Dan River
03010105	Other	Banister
0301010501	Other	Cherrystone Creek-Banister River
030101050101	Other	Strawberry Creek-Banister River
030101050102	Other	Bearskin Creek
030101050103	Other	White Oak Creek-Banister River
030101050104	Other	Cherrystone Creek
0301010502	Other	Stinking River-Banister River
030101050201	Other	Mill Creek-Whitehorn Creek
030101050202	Other	Georges Creek-Whitehorn Creek
030101050203	Other	Shockoe Creek-Banister River
030101050204	Other	Stinking River
030101050205	Other	Allen Creek-Banister River
030101050206	Other	Elkhorn Creek
030101050207	Other	Bye Creek-Banister River
0301010503	Other	Sandy Creek
030101050301	Other	Upper Sandy Creek
030101050302	Other	Lower Sandy Creek
0301010504	Other	Terrible Creek-Banister River
030101050401	Other	Polecat Creek-Banister River
030101050402	Other	Terrible Creek
030101050403	Other	Winn Creek-Banister River
03010106	Other	Roanoke Rapids
0301010601	Other	Allen Creek
030101060101	Other	Layton Creek-Allen Creek
030101060102	Other	Cox Creek-Allen Creek
0301010602	Other	Upper Lake Gaston
030101060201	Other	Cotton Creek-Lake Gaston
030101060202	Other	Dockery Creek-Miles Creek
030101060203	Other	Flat Creek-Lake Gaston
030101060204	Other	Newmans Creek-Smith Creek
030101060205	Other	Blue Mud Creek-Smith Creek
0301010603	Other	Middle Lake Gaston
030101060301	Other	Hawtree Creek
030101060302	Other	Great Creek-Lake Gaston
030101060303	Other	Sixpound Creek
030101060304	Other	Poplar Creek
030101060305	Other	Songbird Creek-Lake Gaston
0301010604	Other	Lower Lake Gaston
030101060401	Other	Lizard Creek-Lake Gaston
030101060402	Other	Pea Hill Creek-Lake Gaston
030101060403	Other	Deep Creek
030101060404	Other	Roanoke Rapids Lake
03010107	Other	Lower Roanoke
0301010701	Other	Quankey Creek-Roanoke River
030101070101	Other	City of Roanoke Rapids-Roanoke River
030101070102	Other	Town of Weldon-Chockoyotte Creek
030101070103	Other	Arthurs Creek-Roanoke River
030101070104	Other	Quankey Creek
030101070105	Other	Occoneechee Neck-Roanoke River
0301010702	Other	Conoconnara Swamp-Roanoke River
030101070201	Other	Occoneechee Creek
030101070202	Other	Gumberry Swamp
030101070203	Other	Headwaters Conoconnara Swamp
030101070204	Other	Outlet Conoconnara Swamp
030101070205	Other	Looking Glass Run
030101070206	Other	Bridgers Creek-Roanoke River
0301010703	Other	Kehukee Swamp-Roanoke River
030101070301	Other	Sandy Run-Roanoke River
030101070302	Other	Flag Run Gut-Roanoke River
030101070303	Other	Cypress Swamp
030101070304	Other	White Millpond-Kehukee Swamp
030101070305	Other	Blue Hole Swamp-Roanoke River
0301010704	Other	Sweetwater Creek
030101070401	Other	Headwaters Sweetwater Creek
030101070402	Other	Ready Branch
030101070403	Other	Headwaters Hardison Mill Creek
030101070404	Other	Outlet Hardison Mill Creek
030101070405	Other	Outlet Sweetwater Creek
0301010705	Other	Conoho Creek-Roanoke River
030101070501	Other	Indian Creek
030101070502	Other	Town of Hamilton-Roanoke River
030101070503	Other	Coniott Creek-Roanoke River
030101070504	Other	Etheridge Swamp
030101070505	Other	Upper Conoho Creek
030101070506	Other	Middle Conoho Creek
030101070507	Other	Beaverdam Creek
030101070508	Other	Lower Conoho Creek
030101070509	Other	City of Williamston-Roanoke River
0301010706	Other	Gardener Creek-Roanoke River
030101070601	Other	Gardener Creek
030101070602	Other	Devils Gut-Roanoke River
030101070603	Other	Broad Creek-Roanoke River
0301010707	Other	Headwaters Cashie River
030101070701	Other	Wahtom Swamp
030101070702	Other	Headwaters Cashie River
030101070703	Other	Connaritsa Swamp
030101070704	Other	Whiteoak Swamp
030101070705	Other	Community of Francis Mill-Cashie River
030101070706	Other	Chiska Creek-Cashie River
0301010708	Other	Outlet Cashie River
030101070801	Other	Hoggard Mill Creek
030101070802	Other	Headwaters Roquist Creek
030101070803	Other	Outlet Roquist Creek
030101070804	Other	Town of Windsor-Cashie River
030101070805	Other	Wading Place Creek
030101070806	Other	Swamp Creek-Cashie River
030101070807	Other	Broad Creek-Cashie River
0301010709	Other	Plymouth-Roanoke River
030101070901	Other	Welch Creek
030101070902	Other	Conaby Creek
030101070903	Other	Town of Plymouth-Roanoke River
030102	Other	Albemarle-Chowan
03010201	Other	Nottoway
0301020101	Other	Little Nottoway River-Nottoway River
030102010101	Other	Dry Creek-Nottoway River
030102010102	Other	Modest Creek
030102010103	Other	Big Hounds Creek
030102010104	Other	Falls Creek-Nottoway River
030102010105	Other	Crystal Lake-Little Nottoway River
030102010106	Other	Whetstone Creek-Little Nottoway River
0301020102	Other	Tommeheton Creek-Nottoway River
030102010201	Other	Cedar Creek-Nottoway River
030102010202	Other	Long Branch-Hurricane Branch
030102010203	Other	Red Oak Creek-Nottoway River
030102010204	Other	Tommeheton Creek
0301020103	Other	Sturgeon Creek-Nottoway River
030102010301	Other	Beaver Pond Creek-Nottoway River
030102010302	Other	Waqua Creek
030102010303	Other	Turkey Egg Creek-Nottoway River
030102010304	Other	Sturgeon Creek
0301020104	Other	Buckskin Creek-Nottoway River
030102010401	Other	Indian Creek-Nottoway River
030102010402	Other	Buckskin Creek
030102010403	Other	Harris Swamp-Nottoway River
030102010404	Other	Island Swamp-Nottoway River
0301020105	Other	Butterwood Creek-Stony Creek
030102010501	Other	Butterwood Creek
030102010502	Other	White Oak Creek
030102010503	Other	Rocky Run Creek-Stony Creek
030102010504	Other	Chamberlains Bed-Stony Creek
0301020106	Other	Sappony Creek-Stony Creek
030102010601	Other	Upper Sappony Creek
030102010602	Other	Lower Sappony Creek
030102010603	Other	Southwest Swamp-Stony Creek
0301020107	Other	Rowanty Creek
030102010701	Other	Hatcher Run
030102010702	Other	Gravelly Run
030102010703	Other	Rowanty Creek
0301020108	Other	Joseph Swamp-Nottoway River
030102010801	Other	Jones Hole Swamp-Moores Swamp
030102010802	Other	Cabin Point Swamp-Nottoway River
030102010803	Other	Joseph Swamp-Nebletts Mill Run
0301020109	Other	Raccoon Creek-Nottoway River
030102010901	Other	Austin Branch-Nottoway River
030102010902	Other	Hunting Quarter Swamp
030102010903	Other	Spring Creek
030102010904	Other	Raccoon Creek
030102010905	Other	Parker Run-Nottoway River
0301020110	Other	Three Creek
030102011001	Other	Slagles Lake-Three Creek
030102011002	Other	Maclins Creek
030102011003	Other	Otterdam Swamp-Three Creek
030102011004	Other	Poplar Swamp-Three Creek
030102011005	Other	Angelico Creek
030102011006	Other	Hornet Swamp-Three Creek
0301020111	Other	Assamoosick Swamp
030102011101	Other	Pigeon Swamp-Assamoosick Swamp
030102011102	Other	Seacorrie Swamp
030102011103	Other	Mill Run-Assamoosick Swamp
0301020112	Other	Mill Creek-Nottoway River
030102011201	Other	Buckhorn Swamp-Nottoway River
030102011202	Other	Darden Pond-Mill Swamp
030102011203	Other	Town of Courtland-Nottoway River
030102011204	Other	Nottoway Swamp
030102011205	Other	Mill Creek
030102011206	Other	Round Gut-Nottoway River
03010202	Other	Blackwater
0301020201	Other	Blackwater Swamp
030102020101	Other	Second Swamp
030102020102	Other	Blackwater Swamp
030102020103	Other	Warwick Swamp
0301020202	Other	Cypress Swamp-Blackwater River
030102020201	Other	Spring Branch-Blackwater River
030102020202	Other	Otterdam Swamp
030102020203	Other	Coppahaunk Swamp-Blackwater River
030102020204	Other	Johnchecohunk Swamp-Cypress Swamp
0301020203	Other	Rattlesnake Swamp-Blackwater River
030102020301	Other	Terrapin Swamp-Blackwater River
030102020302	Other	Moores Swamp-Mill Swamp
030102020303	Other	Rattlesnake Swamp
030102020304	Other	Antioch Swamp-Blackwater River
0301020204	Other	Seacock Swamp
030102020401	Other	Reddy Hole Branch-Seacock Swamp
030102020402	Other	Brantley Swamp
030102020403	Other	Round Hill Swamp-Seacock Swamp
0301020205	Other	Kingsale Swamp-Blackwater River
030102020501	Other	Corrowaugh Swamp-Blackwater River
030102020502	Other	Cattail Swamp-Black Creek
030102020503	Other	Cypress Swamp-Blackwater River
030102020504	Other	Kingsale Swamp
030102020505	Other	City of Franklin-Blackwater River
03010203	Other	Chowan
0301020301	Other	Somerton Creek
030102030101	Other	Jones Swamp
030102030102	Other	Chapel Swamp-Somerton Creek
030102030103	Other	March Swamp-Somerton Creek
0301020302	Other	Sarem Creek-Chowan River
030102030201	Other	Buckhorn Creek
030102030202	Other	Town of Winton-Chowan River
030102030203	Other	Beasley Branch-Buckhorn Creek
030102030204	Other	Headwaters Cole Creek
030102030205	Other	Cole Creek-Sarem Creek
030102030206	Other	Sarem Creek-Chowan River
0301020303	Other	Ahoskie Creek
030102030301	Other	Town of Aulander-Upper Ahoskie Creek
030102030302	Other	Wildcat Swamp-Loosing Swamp
030102030303	Other	Stony Creek
030102030304	Other	Town of Ahoskie-Middle Ahoskie Creek
030102030305	Other	Montgomerys Millpond-Bear Swamp
030102030306	Other	Lower Ahoskie Creek
0301020304	Other	Wiccacon River
030102030401	Other	Cypress Swamp
030102030402	Other	Barbeque Swamp
030102030403	Other	Chinkapin Swamp
030102030404	Other	Chinkapin Creek
030102030405	Other	Wiccacon River
0301020305	Other	Bennetts Creek
030102030501	Other	Duke Swamp
030102030502	Other	Raynor Swamp
030102030503	Other	Merchants Millpond-Bennetts Creek
030102030504	Other	Bennetts Creek
0301020306	Other	Holiday Island-Chowan River
030102030601	Other	Trotman Creek
030102030602	Other	Warwick Creek-Catherine Creek
030102030603	Other	Holiday Island-Chowan River
030102030604	Other	Dillard Millpond-Indian Creek
030102030605	Other	Town of Colerain-Chowan River
0301020307	Other	Chowan River
030102030701	Other	Mount Gould Landing-Chowan River
030102030702	Other	Bennett Millpond-Rockyhock Creek
030102030703	Other	Cricket Swamp
030102030704	Other	Eastmost Swamp
030102030705	Other	Salmon Creek
030102030706	Other	Edenhouse Point-Chowan River
03010204	Other	Meherrin
0301020401	Other	Middle Meherrin River-South Meherrin River
030102040101	Other	Middle Meherrin River
030102040102	Other	Finneywood Creek-South Meherrin River
030102040103	Other	Blackstone Creek-South Meherrin River
0301020402	Other	North Meherrin River
030102040201	Other	Ledbetter Creek-North Meherrin River
030102040202	Other	Big Juniper Creek-North Meherrin River
030102040203	Other	Couches Creek
030102040204	Other	Reedy Creek-North Meherrin River
0301020403	Other	Flat Rock Creek-Meherrin River
030102040301	Other	Mason Creek-Meherrin River
030102040302	Other	Crooked Creek-Meherrin River
030102040303	Other	Flat Rock Creek
0301020404	Other	Stony Creek-Meherrin River
030102040401	Other	Stony Creek-Meherrin River
030102040402	Other	Taylors Creek-Meherrin River
030102040403	Other	Genito Creek
030102040404	Other	Allen Creek-Meherrin River
0301020405	Other	Great Creek
030102040501	Other	Roses Creek
030102040502	Other	Great Creek
0301020406	Other	Reedy Creek-Meherrin River
030102040601	Other	Coldwater Creek-Meherrin River
030102040602	Other	Reedy Creek
030102040603	Other	Douglas Run-Meherrin River
030102040604	Other	Falling Run-Meherrin River
030102040605	Other	Big Branch-Meherrin River
0301020407	Other	Fountains Creek
030102040701	Other	Beddingfield Creek-Rattlesnake Creek
